<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
20190730;013200;5.6164000;5.6185000;5.6139000;5.6178000;92
20190730;013300;5.6164000;5.6185000;5.6139000;5.6169000;115
20190730;013400;5.6150200;5.6191000;5.6138000;5.6178000;525
20190730;013500;5.6189000;5.6195000;5.6146000;5.6166900;314
20190730;013600;5.6184000;5.6194000;5.6140000;5.6179000;922
20190730;013700;5.6160400;5.6198000;5.6138000;5.6196000;692
20190730;013800;5.6184000;5.6198000;5.6147000;5.6197000;282
20190730;013900;5.6167300;5.6204000;5.6147000;5.6185000;266
20190730;014000;5.6197000;5.6198000;5.6147000;5.6159000;202
20190730;014100;5.6167200;5.6199000;5.6147000;5.6180000;322
20190730;014200;5.6188000;5.6198000;5.6149000;5.6187000;154
20190730;014300;5.6165000;5.6197000;5.6151000;5.6169300;212
20190730;014400;5.6189000;5.6198000;5.6151000;5.6154000;225
20190730;014500;5.6171000;5.6197000;5.6151000;5.6167100;301
20190730;014600;5.6167100;5.6204000;5.6151000;5.6188000;176
20190730;014700;5.6167700;5.6200000;5.6151000;5.6170700;285
20190730;014800;5.6190000;5.6200000;5.6154000;5.6190000;338
20190730;014900;5.6170300;5.6199000;5.6151000;5.6174000;240
20190730;015000;5.6188000;5.6201500;5.6152000;5.6198000;289
20190730;015100;5.6190000;5.6201000;5.6151000;5.6169500;332
20190730;015200;5.6198000;5.6199500;5.6151000;5.6198000;324
20190730;015300;5.6170700;5.6199000;5.6151000;5.6189000;275
20190730;015400;5.6198000;5.6199000;5.6148000;5.6180000;298
20190730;015500;5.6187000;5.6205000;5.6143000;5.6183000;497
20190730;015600;5.6183000;5.6203000;5.6142000;5.6184000;594
20190730;015700;5.6171600;5.6218000;5.6150000;5.6186000;314
20190730;015800;5.6176000;5.6215000;5.6165000;5.6205000;158
20190730;015900;5.6205000;5.6214500;5.6174000;5.6193000;114
20190730;020000;5.6203000;5.6212500;5.6171000;5.6188500;180
20190730;020100;5.6200000;5.6206000;5.6144000;5.6174000;467
20190730;020200;5.6174000;5.6192000;5.6144000;5.6164000;231
20190730;020300;5.6168000;5.6183000;5.6142000;5.6142000;153
20190730;020400;5.6164000;5.6178000;5.6136000;5.6165000;135
20190730;020500;5.6135000;5.6178000;5.6135000;5.6139000;85
20190730;020600;5.6158000;5.6180000;5.6127000;5.6151000;135
20190730;020700;5.6151000;5.6171000;5.6125000;5.6150000;108
20190730;020800;5.6150000;5.6170000;5.6120000;5.6162000;89
20190730;020900;5.6150000;5.6170000;5.6119000;5.6144000;183
20190730;021000;5.6163000;5.6175000;5.6126000;5.6172000;610
20190730;021100;5.6155000;5.6174000;5.6131000;5.6155000;106
20190730;021200;5.6135000;5.6181000;5.6132000;5.6161000;181
20190730;021300;5.6160000;5.6184500;5.6139000;5.6183000;202
20190730;021400;5.6152800;5.6189000;5.6144000;5.6170000;210
20190730;021500;5.6165000;5.6189000;5.6147000;5.6174000;161
20190730;021600;5.6188000;5.6189000;5.6133000;5.6159000;379
20190730;021700;5.6159000;5.6190500;5.6135000;5.6178000;428
20190730;021800;5.6178000;5.6193000;5.6151000;5.6190000;297
20190730;021900;5.6190500;5.6195000;5.6151000;5.6171400;202
20190730;022000;5.6160000;5.6191000;5.6154000;5.6172000;319
20190730;022100;5.6189000;5.6192000;5.6156000;5.6182000;93
20190730;022200;5.6182000;5.6192500;5.6154000;5.6176000;157
20190730;022300;5.6183000;5.6192500;5.6158000;5.6183000;105
20190730;022400;5.6183000;5.6193000;5.6158000;5.6183000;80
20190730;022500;5.6183000;5.6193500;5.6150000;5.6161000;622
20190730;022600;5.6193500;5.6193500;5.6154000;5.6178000;110
20190730;022700;5.6159000;5.6193000;5.6143000;5.6177000;335
20190730;022800;5.6163000;5.6184000;5.6137000;5.6148700;135
20190730;022900;5.6162000;5.6181000;5.6137000;5.6164000;151
20190730;023000;5.6164000;5.6181000;5.6136000;5.6158000;152
20190730;023100;5.6175000;5.6175000;5.6135000;5.6149000;70
20190730;023200;5.6160000;5.6172000;5.6136000;5.6161000;57
20190730;023300;5.6163000;5.6176000;5.6136000;5.6165000;178
20190730;023400;5.6159000;5.6175000;5.6137000;5.6162000;96
20190730;023500;5.6159000;5.6176000;5.6138000;5.6165000;75
20190730;023600;5.6172000;5.6175000;5.6137000;5.6157000;69
20190730;023700;5.6166000;5.6177000;5.6137000;5.6165000;137
20190730;023800;5.6165000;5.6176000;5.6137000;5.6164000;143
20190730;023900;5.6164000;5.6175000;5.6137000;5.6157000;60
20190730;024000;5.6157000;5.6170000;5.6137000;5.6158000;63
20190730;024100;5.6157000;5.6177000;5.6137000;5.6157000;48
20190730;024200;5.6144000;5.6177000;5.6137000;5.6164000;110
20190730;024300;5.6139000;5.6176000;5.6137000;5.6162000;163
20190730;024400;5.6162000;5.6176000;5.6137000;5.6159000;147
